Id,ActivityDate,group_label,TotalSteps,TotalActivityMinutes
1503960366,2016-03-25 00:00:00+00:00,1,0.6542104926813956,0.19547011561400765
1503960366,2016-03-26 00:00:00+00:00,0,1.7226039288663337,1.6239686343271489
1503960366,2016-03-27 00:00:00+00:00,1,0.9521374099333648,0.8977783886127502
1503960366,2016-03-28 00:00:00+00:00,1,1.034621032501176,0.5162675825985193
1503960366,2016-03-29 00:00:00+00:00,1,0.8344059879794472,0.5281909381888413
1503960366,2016-03-30 00:00:00+00:00,1,0.6482041718457132,0.26285450490169393
1503960366,2016-03-31 00:00:00+00:00,1,0.8710746808741757,0.40235957549078316
1503960366,2016-04-01 00:00:00+00:00,1,0.8720947490725767,0.5281909381888413
1503960366,2016-04-02 00:00:00+00:00,1,0.6971258260836017,0.5460526593063834
1503960366,2016-04-03 00:00:00+00:00,1,0.4769104528170806,0.7407549344286403
1503960366,2016-04-04 00:00:00+00:00,0,1.2504298236764708,0.9208769955545051
1503960366,2016-04-05 00:00:00+00:00,0,1.2962182945263694,1.1212859529517667
1503960366,2016-04-06 00:00:00+00:00,1,0.8229322776281716,0.22615452437630898
1503960366,2016-04-07 00:00:00+00:00,1,0.5100154525827555,-0.06615779931256478
1503960366,2016-04-08 00:00:00+00:00,1,0.915962701383392,0.5935489776785222
1503960366,2016-04-09 00:00:00+00:00,1,0.9009245243390859,0.47443668379899634
1503960366,2016-04-10 00:00:00+00:00,1,0.4843864205774097,0.18317021331983846
1503960366,2016-04-11 00:00:00+00:00,1,0.6517380895081033,0.15852499298508824
1624580081,2016-03-25 00:00:00+00:00,3,-1.4100996366926692,-1.189669451428347
1624580081,2016-03-26 00:00:00+00:00,4,-1.7843055500494789,-1.791908553280271
1624580081,2016-03-27 00:00:00+00:00,3,-1.3529274996418577,-1.2577125856755391
1624580081,2016-03-28 00:00:00+00:00,3,-1.378834660021995,-1.3893439354409034
1624580081,2016-03-29 00:00:00+00:00,4,-1.498064667336623,-1.6257124752807002
1624580081,2016-03-30 00:00:00+00:00,4,-1.455536868333096,-1.4770187422275411
1624580081,2016-03-31 00:00:00+00:00,3,-0.6618596817734872,-0.813944434443339
1624580081,2016-04-01 00:00:00+00:00,2,0.3291918625954668,-0.48706457929714614
1624580081,2016-04-02 00:00:00+00:00,4,-1.4966635019041963,-1.4448857808532793
1624580081,2016-04-03 00:00:00+00:00,3,-1.0757467703107422,-0.9267797679676703
1624580081,2016-04-04 00:00:00+00:00,1,1.8495938519950617,-0.16780758497759818
1624580081,2016-04-05 00:00:00+00:00,4,-1.5761006118573897,-1.5587381697919978
1624580081,2016-04-06 00:00:00+00:00,4,-1.7043794308244717,-1.7205470341166247
1624580081,2016-04-07 00:00:00+00:00,4,-1.661484054517826,-1.729347450395666
1624580081,2016-04-08 00:00:00+00:00,3,-0.24524516599238225,-1.0274100516779434
1624580081,2016-04-09 00:00:00+00:00,3,-0.896308282767364,-1.1821728211513887
1624580081,2016-04-10 00:00:00+00:00,3,-0.8092363728354237,-0.48706457929714614
1624580081,2016-04-11 00:00:00+00:00,2,0.47399009765237726,-0.8209335686515792
1644430081,2016-04-01 00:00:00+00:00,1,-0.6306432281791896,1.8584724956026226
1644430081,2016-04-02 00:00:00+00:00,0,2.1065597692535842,2.459902768183614
1644430081,2016-04-03 00:00:00+00:00,0,0.9815913413753741,1.161014901577082
1644430081,2016-04-04 00:00:00+00:00,3,-1.1014815322026534,-1.295984244920761
1644430081,2016-04-05 00:00:00+00:00,1,0.4595467969951222,0.046849196556421085
1644430081,2016-04-06 00:00:00+00:00,2,0.10382829523053656,-0.1486584627079845
1644430081,2016-04-07 00:00:00+00:00,1,0.6827401508521224,0.3600943765202958
1644430081,2016-04-08 00:00:00+00:00,2,0.06345824448622792,-0.1805972989984035
1644430081,2016-04-09 00:00:00+00:00,1,1.1346338862970156,0.6762070950030914
1644430081,2016-04-10 00:00:00+00:00,4,-1.5783188704207498,-1.9037957090830444
1844505072,2016-04-01 00:00:00+00:00,2,-0.13899777892958945,-0.00320608153640056
1844505072,2016-04-02 00:00:00+00:00,2,-0.46048518011565576,-0.21265554030339773
1844505072,2016-04-03 00:00:00+00:00,3,-1.0952336164238845,-1.0784576354013335
1844505072,2016-04-04 00:00:00+00:00,4,-2.3348296183588655,-2.324469545819364
1844505072,2016-04-06 00:00:00+00:00,4,-2.3098355133028856,-2.299996328483598
1844505072,2016-04-07 00:00:00+00:00,2,-0.24524516599238225,-0.040925118992231085
1844505072,2016-04-08 00:00:00+00:00,2,-0.472081656440077,-0.48706457929714614
1844505072,2016-04-09 00:00:00+00:00,3,-0.549714422307897,-0.7375850193610596
1844505072,2016-04-10 00:00:00+00:00,2,-0.2001181704419731,0.053087458998078485
1844505072,2016-04-11 00:00:00+00:00,2,-0.4462132290339686,-0.2900990711913111
1927972279,2016-04-01 00:00:00+00:00,3,-0.7078122218794529,-0.5337726297412392
1927972279,2016-04-02 00:00:00+00:00,2,-0.3941480677580809,-0.18699930913442295
1927972279,2016-04-03 00:00:00+00:00,3,-0.9960938607612708,-1.0056865110106856
1927972279,2016-04-04 00:00:00+00:00,3,-1.2384571498778558,-1.137446795367201
1927972279,2016-04-05 00:00:00+00:00,3,-1.2745316612963227,-1.2883017950172242
1927972279,2016-04-06 00:00:00+00:00,4,-1.6044635481093228,-1.5670275944780008
1927972279,2016-04-07 00:00:00+00:00,4,-1.8051556151785202,-1.8284876418182276
1927972279,2016-04-08 00:00:00+00:00,4,-1.9242639340968852,-1.9134389026409044
1927972279,2016-04-09 00:00:00+00:00,3,-1.1872836863437832,-0.9625045765490129
1927972279,2016-04-10 00:00:00+00:00,3,-1.314741403808023,-1.0565172709915815
1927972279,2016-04-11 00:00:00+00:00,4,-1.6234507496114552,-1.5670275944780008
2022484408,2016-04-01 00:00:00+00:00,0,1.0958994212936262,0.9841879113647611
2022484408,2016-04-02 00:00:00+00:00,2,-0.4356036206573689,-0.38139374175816004
2022484408,2016-04-03 00:00:00+00:00,1,0.6788742956385742,0.6172246571236314
2022484408,2016-04-04 00:00:00+00:00,0,1.3703822676334705,0.9612010943834481
2022484408,2016-04-05 00:00:00+00:00,1,0.6189627644984494,1.092837931868025
2022484408,2016-04-06 00:00:00+00:00,0,1.382795984969017,1.1099138167768983
2022484408,2016-04-07 00:00:00+00:00,0,1.8175621530725234,1.7170848869611317
2022484408,2016-04-08 00:00:00+00:00,1,1.0000951503792757,0.8630525809230365
2022484408,2016-04-09 00:00:00+00:00,0,1.5188332486242202,1.0128654329959526
2022484408,2016-04-10 00:00:00+00:00,1,0.47490288420223403,0.5579450446398079
2022484408,2016-04-11 00:00:00+00:00,1,0.4933071362925259,0.787485874852429
2026352035,2016-04-01 00:00:00+00:00,3,-1.1631769447510314,-0.8630411637470223
2026352035,2016-04-02 00:00:00+00:00,4,-1.615823495390882,-1.6004165753698756
2026352035,2016-04-03 00:00:00+00:00,3,-1.2518329070198573,-1.2349140911005474
2026352035,2016-04-04 00:00:00+00:00,2,-0.17417025915162537,-0.21265554030339773
2026352035,2016-04-05 00:00:00+00:00,2,-0.397937508599308,-0.30957458062481613
2026352035,2016-04-06 00:00:00+00:00,3,-1.0009965110688812,-0.7306892630197808
2026352035,2016-04-07 00:00:00+00:00,3,-1.1163175963190046,-0.8349362891988105
2026352035,2016-04-08 00:00:00+00:00,3,-0.8470243945809908,-0.813944434443339
2026352035,2016-04-09 00:00:00+00:00,3,-1.0234549698072521,-0.7306892630197808
2026352035,2016-04-10 00:00:00+00:00,2,-0.5119427687763999,-0.4274433161237032
2026352035,2016-04-11 00:00:00+00:00,3,-0.9741502938083532,-0.8771442739292146
2320127002,2016-04-05 00:00:00+00:00,3,-0.5609194770011227,-0.799990336280586
2320127002,2016-04-06 00:00:00+00:00,2,-0.10743451438812149,0.14617944955048934
2320127002,2016-04-07 00:00:00+00:00,3,-1.3981858074401337,-1.4051268587059775
2320127002,2016-04-08 00:00:00+00:00,3,-0.9371967639300274,-0.9553410434481634
2320127002,2016-04-09 00:00:00+00:00,2,-0.5768588871730506,-0.4076739456997546
2320127002,2016-04-10 00:00:00+00:00,3,-1.2613103724360855,-1.326859424264337
2320127002,2016-04-11 00:00:00+00:00,1,0.693971147890774,0.7699824670333781
2347167796,2016-03-29 00:00:00+00:00,1,0.5234164968505005,0.20775502706775853
2347167796,2016-03-30 00:00:00+00:00,1,0.5704150954202136,0.5579450446398079
2347167796,2016-03-31 00:00:00+00:00,2,-0.15717391378123444,-0.2965857079252527
2347167796,2016-04-01 00:00:00+00:00,2,0.1590491085235633,-0.11683641165150797
2347167796,2016-04-02 00:00:00+00:00,0,1.3933066077064158,1.2739105495508016
2347167796,2016-04-03 00:00:00+00:00,2,-0.008085965012515219,0.1708552097541206
2347167796,2016-04-04 00:00:00+00:00,1,0.5201599019547064,0.29333863789944276
2347167796,2016-04-05 00:00:00+00:00,1,0.4947621407019125,0.2750588763303138
2347167796,2016-04-06 00:00:00+00:00,1,0.6723666004667074,0.20775502706775853
2347167796,2016-04-07 00:00:00+00:00,1,0.5320910009760595,0.7699824670333781
2347167796,2016-04-08 00:00:00+00:00,1,0.5120096479709907,0.23228031184914627
2347167796,2016-04-09 00:00:00+00:00,0,1.4901343524576047,1.2795319211683582
2347167796,2016-04-10 00:00:00+00:00,1,0.4882114429536358,0.29942479621671836
2347167796,2016-04-11 00:00:00+00:00,1,0.4741726677390294,0.11524777803426338
2873212765,2016-04-01 00:00:00+00:00,4,-1.7518849034706643,-1.8470302593892183
2873212765,2016-04-02 00:00:00+00:00,3,-1.2807114088557676,-0.6485080069229145
2873212765,2016-04-03 00:00:00+00:00,1,0.023120144335070463,0.3540429489351116
2873212765,2016-04-04 00:00:00+00:00,1,0.42132493692816514,0.7524542724798552
2873212765,2016-04-05 00:00:00+00:00,1,0.17924841558783428,0.47443668379899634
2873212765,2016-04-06 00:00:00+00:00,1,-0.035450223117273146,0.5222308210442423
2873212765,2016-04-07 00:00:00+00:00,1,0.3544872272420221,0.6997188304994498
2873212765,2016-04-08 00:00:00+00:00,1,-0.07487860179002839,0.5103012130181974
2873212765,2016-04-09 00:00:00+00:00,0,1.1773469710621578,0.8746383113986619
2873212765,2016-04-10 00:00:00+00:00,2,-0.47800856470740255,-0.16780758497759818
2873212765,2016-04-11 00:00:00+00:00,1,-0.005661982063368359,0.37218701827683187
2891001357,2016-04-01 00:00:00+00:00,0,-2.3348296183588655,5.351799924680093
2891001357,2016-04-02 00:00:00+00:00,1,-0.7549723218495441,2.4022198458924517
2891001357,2016-04-05 00:00:00+00:00,1,-1.3280176649019486,1.9233250353088116
3372868164,2016-04-01 00:00:00+00:00,2,-0.36684793924633446,0.09043171480075322
3372868164,2016-04-02 00:00:00+00:00,1,0.020109945875942458,0.7173226713867824
3372868164,2016-04-03 00:00:00+00:00,2,-0.6139613967509661,0.01559597509008627
3372868164,2016-04-04 00:00:00+00:00,2,-0.35008111184054697,0.0655517319196697
3372868164,2016-04-05 00:00:00+00:00,2,-0.6729807599810373,-0.30957458062481613
3372868164,2016-04-06 00:00:00+00:00,2,-0.23199376934772917,0.534147943809318
3372868164,2016-04-07 00:00:00+00:00,1,-0.026918189741870355,0.5816931288778407
3372868164,2016-04-08 00:00:00+00:00,2,-0.41896347533980227,-0.09146116190200261
3372868164,2016-04-09 00:00:00+00:00,1,0.25518608482335653,0.799141146249694
3372868164,2016-04-10 00:00:00+00:00,2,-0.6244368962951603,-0.45388294852078354
3977333714,2016-04-01 00:00:00+00:00,3,-0.6635494474324732,-0.8489719969541352
3977333714,2016-04-02 00:00:00+00:00,2,0.018704477397119966,0.10904970102468897
3977333714,2016-04-03 00:00:00+00:00,1,0.7424982477071768,0.7055896170270431
3977333714,2016-04-04 00:00:00+00:00,1,0.8176159452523878,0.8107855552825844
3977333714,2016-04-05 00:00:00+00:00,1,0.8790605458985209,0.8224191624099606
3977333714,2016-04-06 00:00:00+00:00,0,1.3879748557348257,1.1666812049769446
3977333714,2016-04-07 00:00:00+00:00,2,0.17730997861056114,0.028109711182873368
3977333714,2016-04-08 00:00:00+00:00,1,0.5150901077337758,0.4864042246782273
3977333714,2016-04-09 00:00:00+00:00,0,1.254590843201265,0.8107855552825844
3977333714,2016-04-10 00:00:00+00:00,3,-0.8960465265903411,-0.90545432744115
3977333714,2016-04-11 00:00:00+00:00,3,-1.0207050901458519,-1.0931382841958466
4020332650,2016-03-12 00:00:00+00:00,2,-0.4207586506570315,-0.27067006237776053
4020332650,2016-03-13 00:00:00+00:00,3,-0.9884866672344188,-1.0784576354013335
4020332650,2016-03-14 00:00:00+00:00,3,-1.044179098741033,-1.0129176824898773
4020332650,2016-03-15 00:00:00+00:00,2,-0.34018925732618926,-0.3945226605176449
4020332650,2016-03-16 00:00:00+00:00,1,0.9095464987070916,0.6997188304994498
4020332650,2016-03-17 00:00:00+00:00,3,0.2766897560380318,-1.791908553280271
4020332650,2016-03-28 00:00:00+00:00,3,-1.3144264383791833,-0.24483591620362796
4020332650,2016-03-29 00:00:00+00:00,3,-0.7485083790047286,-0.7169200549425822
4020332650,2016-03-30 00:00:00+00:00,2,-0.4530021269359377,-0.24483591620362796
4020332650,2016-03-31 00:00:00+00:00,1,-0.01961851429330537,0.5162675825985193
4020332650,2016-04-01 00:00:00+00:00,2,-0.4641191218985752,-0.047226727113923166
4020332650,2016-04-02 00:00:00+00:00,3,-0.7122250131240754,-0.6213390988226307
4020332650,2016-04-03 00:00:00+00:00,2,-0.29632352985480026,-0.19981774302297758
4020332650,2016-04-04 00:00:00+00:00,2,-0.22708935549622816,-0.30307753606009336
4020332650,2016-04-05 00:00:00+00:00,2,-0.1321245567038236,-0.46713780071282734
4020332650,2016-04-06 00:00:00+00:00,2,-0.009904844913081743,-0.21265554030339773
4020332650,2016-04-07 00:00:00+00:00,2,-0.19483050239835098,-0.2512868958673089
4020332650,2016-04-08 00:00:00+00:00,1,0.5609046033883748,0.414405214850618
4020332650,2016-04-09 00:00:00+00:00,2,0.041937190281776664,0.0655517319196697
4020332650,2016-04-10 00:00:00+00:00,2,-0.5149396992785642,-0.5942781185925646
4020332650,2016-04-11 00:00:00+00:00,3,-1.0525190225984355,-1.2425002212260123
4057192912,2016-03-14 00:00:00+00:00,2,0.17944221501955354,-0.3682869631115166
4057192912,2016-03-16 00:00:00+00:00,4,-1.304061743212247,-1.5836750514712261
4057192912,2016-03-18 00:00:00+00:00,4,-1.727048921153988,-1.9134389026409044
4057192912,2016-03-20 00:00:00+00:00,4,-2.252269918651298,-2.2818591995447246
4057192912,2016-03-21 00:00:00+00:00,4,-1.1471564947665218,-1.8009928742831565
4057192912,2016-03-22 00:00:00+00:00,3,-0.4167207790411772,-0.8419499904740428
4057192912,2016-03-23 00:00:00+00:00,2,-0.05808174425181759,-0.46050742908362347
4057192912,2016-03-24 00:00:00+00:00,4,-2.3098355133028856,-2.299996328483598
4057192912,2016-03-27 00:00:00+00:00,3,-1.261923367438192,-1.4609148939936172
4057192912,2016-03-28 00:00:00+00:00,4,-2.3075692100489773,-2.299996328483598
4057192912,2016-03-29 00:00:00+00:00,3,-0.5130951201646482,-0.90545432744115
4057192912,2016-03-30 00:00:00+00:00,3,-0.44870096360915734,-1.0129176824898773
4057192912,2016-04-06 00:00:00+00:00,4,-2.2886499304827534,-2.2818591995447246
4057192912,2016-04-07 00:00:00+00:00,4,-2.3174570968006503,-2.299996328483598
4057192912,2016-04-08 00:00:00+00:00,2,0.17808545001794832,-0.16141983867211307
4057192912,2016-04-09 00:00:00+00:00,4,-1.4640897523912686,-1.6770108512205346
4057192912,2016-04-10 00:00:00+00:00,3,-0.9326809819794791,-1.1597561314623437
4057192912,2016-04-11 00:00:00+00:00,2,-0.1485980121906497,-0.6757874783141602
4319703577,2016-03-29 00:00:00+00:00,2,-0.39838358758700465,-0.46713780071282734
4319703577,2016-03-30 00:00:00+00:00,2,0.2962077112122041,-0.10413972410433045
4319703577,2016-03-31 00:00:00+00:00,2,0.12309416639879704,-0.02204628981247579
4319703577,2016-04-01 00:00:00+00:00,1,0.35261789849358904,0.3298029233750603
4319703577,2016-04-02 00:00:00+00:00,2,0.17401278588372773,0.08421775015334339
4319703577,2016-04-03 00:00:00+00:00,1,0.13856580916946276,0.4324488952096072
4319703577,2016-04-04 00:00:00+00:00,1,0.4862082080882259,0.6644339559728885
4319703577,2016-04-05 00:00:00+00:00,1,0.16507924496467954,0.31766215686507165
4319703577,2016-04-06 00:00:00+00:00,1,0.6439604926009448,0.8282319339843134
4319703577,2016-04-07 00:00:00+00:00,1,0.31263320510900355,0.31158654350875953
4319703577,2016-04-08 00:00:00+00:00,2,-0.20265875726534996,0.02185492876333376
4388161847,2016-04-05 00:00:00+00:00,4,-2.3348296183588655,-2.324469545819364
4445114986,2016-03-29 00:00:00+00:00,3,-1.2533585027756073,-0.9410419785263114
4445114986,2016-03-30 00:00:00+00:00,3,-1.1646391909432137,-0.8842087126951826
4445114986,2016-03-31 00:00:00+00:00,2,-0.5907519789343195,-0.37483759890116175
4445114986,2016-04-01 00:00:00+00:00,3,-0.9763090485428803,-0.5942781185925646
4445114986,2016-04-02 00:00:00+00:00,2,-0.451643293440181,-0.1486584627079845
4445114986,2016-04-03 00:00:00+00:00,3,-1.010283659985713,-0.8279308345372574
4445114986,2016-04-04 00:00:00+00:00,3,-1.2173565759303917,-1.2729793803193046
4445114986,2016-04-05 00:00:00+00:00,2,-0.7269812632040952,-0.2965857079252527
4445114986,2016-04-06 00:00:00+00:00,2,-0.12567839684777748,0.04060682863625322
4445114986,2016-04-07 00:00:00+00:00,2,-0.17669435650565735,-0.09146116190200261
4445114986,2016-04-08 00:00:00+00:00,2,-0.4207586506570315,-0.19340611659251702
4445114986,2016-04-09 00:00:00+00:00,2,-0.7378490114304046,-0.3682869631115166
4445114986,2016-04-10 00:00:00+00:00,2,-0.18554124870785946,0.12144192099861405
4445114986,2016-04-11 00:00:00+00:00,2,-0.3226686143625846,-0.1422847916511824
4558609924,2016-04-01 00:00:00+00:00,2,-0.46752939777697006,-0.24483591620362796
4558609924,2016-04-02 00:00:00+00:00,3,-1.0001787295169215,-0.813944434443339
4558609924,2016-04-03 00:00:00+00:00,2,-0.28138212849956523,-0.06615779931256478
4558609924,2016-04-04 00:00:00+00:00,1,0.13504521777361123,0.4324488952096072
4558609924,2016-04-05 00:00:00+00:00,2,-0.14901592828688245,-0.07247696706778141
4558609924,2016-04-06 00:00:00+00:00,2,-0.3928115691476038,-0.23838993537535863
4558609924,2016-04-07 00:00:00+00:00,1,0.09436200457819797,0.6349501857874719
4558609924,2016-04-08 00:00:00+00:00,2,-0.7378490114304046,-0.35520210243096273
4558609924,2016-04-09 00:00:00+00:00,2,-0.42772353840553523,-0.12955138113665857
4558609924,2016-04-10 00:00:00+00:00,2,-0.2626259770016158,-0.040925118992231085
4558609924,2016-04-11 00:00:00+00:00,2,0.2553768038482001,0.0717777743475771
4702921684,2016-03-29 00:00:00+00:00,2,-0.21071472888486198,-0.21265554030339773
4702921684,2016-03-30 00:00:00+00:00,2,0.011670342543534305,-0.21908175536174027
4702921684,2016-03-31 00:00:00+00:00,2,-0.11488816062287392,-0.25774289771647463
4702921684,2016-04-01 00:00:00+00:00,2,-0.07323692962973505,-0.19340611659251702
4702921684,2016-04-02 00:00:00+00:00,1,0.533535377480353,0.8107855552825844
4702921684,2016-04-03 00:00:00+00:00,1,0.847223220509328,0.8977783886127502
4702921684,2016-04-04 00:00:00+00:00,2,0.05709251179877549,-0.053532697729008115
4702921684,2016-04-05 00:00:00+00:00,2,-0.17606318319897957,-0.12955138113665857
4702921684,2016-04-06 00:00:00+00:00,2,0.016093121826974366,-0.1805972989984035
4702921684,2016-04-07 00:00:00+00:00,2,-0.19398512843715687,-0.5605998342051965
4702921684,2016-04-08 00:00:00+00:00,2,0.13093444272692303,-0.12319160126785335
4702921684,2016-04-09 00:00:00+00:00,0,1.160977099229055,1.3019955472521212
4702921684,2016-04-10 00:00:00+00:00,1,0.6772920396709003,0.534147943809318
4702921684,2016-04-11 00:00:00+00:00,2,-0.2122005179069155,-0.5807873089320962
5553957443,2016-04-01 00:00:00+00:00,1,0.8970321337918359,0.6997188304994498
5553957443,2016-04-02 00:00:00+00:00,3,-1.0681656108666988,-0.7583174828158759
5553957443,2016-04-03 00:00:00+00:00,4,-1.5110859749961878,-1.4051268587059775
5553957443,2016-04-04 00:00:00+00:00,2,0.2730807771622663,-0.009481888932696258
5553957443,2016-04-05 00:00:00+00:00,1,0.7072789032777406,0.5698251760400167
5553957443,2016-04-06 00:00:00+00:00,1,0.870394538305594,0.534147943809318
5553957443,2016-04-07 00:00:00+00:00,0,1.3909548706495607,1.0586219256857368
5553957443,2016-04-08 00:00:00+00:00,1,0.46265823810090934,0.3600943765202958
5553957443,2016-04-09 00:00:00+00:00,3,-0.6394963630044771,-0.7930252617046626
5553957443,2016-04-10 00:00:00+00:00,2,-0.4093298742442305,-0.5471735774287599
5553957443,2016-04-11 00:00:00+00:00,1,0.811264318552179,0.534147943809318
5577150313,2016-04-01 00:00:00+00:00,1,0.5574910849483697,1.2119293613345068
5577150313,2016-04-02 00:00:00+00:00,0,1.3008276904458802,2.9767023394135292
5577150313,2016-04-03 00:00:00+00:00,1,0.45881442209347834,1.0243191844100583
5577150313,2016-04-04 00:00:00+00:00,1,-0.025092106579152763,0.932410886125555
5577150313,2016-04-05 00:00:00+00:00,1,0.2812446314147953,1.217575179461546
5577150313,2016-04-06 00:00:00+00:00,0,0.6676129523474039,1.4471765132089165
5577150313,2016-04-07 00:00:00+00:00,2,-0.6635494474324732,-0.2255128778136783
5577150313,2016-04-08 00:00:00+00:00,3,-0.6965642399888667,-0.7375850193610596
5577150313,2016-04-09 00:00:00+00:00,0,0.5634184416302902,1.9287182045224514
5577150313,2016-04-10 00:00:00+00:00,1,0.4329317310850814,1.0471973810407045
5577150313,2016-04-11 00:00:00+00:00,3,-1.0892854748269205,-0.5942781185925646
6117666160,2016-04-01 00:00:00+00:00,2,-0.01637819012217039,-0.06615779931256478
6117666160,2016-04-02 00:00:00+00:00,0,2.023543727203539,1.4527322435603922
6117666160,2016-04-04 00:00:00+00:00,2,0.18622013707831575,0.0655517319196697
6117666160,2016-04-05 00:00:00+00:00,1,0.4575325171804483,0.534147943809318
6117666160,2016-04-06 00:00:00+00:00,0,0.8970321337918359,1.1553462943318775
6117666160,2016-04-07 00:00:00+00:00,3,-0.5792094784985915,-0.933906301991847
6117666160,2016-04-08 00:00:00+00:00,1,0.27953705393391,0.7582997711041474
6117666160,2016-04-09 00:00:00+00:00,1,0.6161189508283936,1.240136016657975
6290855005,2016-04-01 00:00:00+00:00,2,-0.18385461640286183,-0.10413972410433045
6290855005,2016-04-02 00:00:00+00:00,1,0.3908005757821784,0.6408527941802077
6290855005,2016-04-03 00:00:00+00:00,4,-2.3348296183588655,-1.3579754113981173
6290855005,2016-04-10 00:00:00+00:00,4,-2.3348296183588655,-1.6770108512205346
6391747486,2016-04-02 00:00:00+00:00,3,-1.316001789598696,-1.063820103257296
6391747486,2016-04-05 00:00:00+00:00,1,0.43109113465282944,0.1028476749304838
6391747486,2016-04-06 00:00:00+00:00,4,-2.139895243945283,-2.1952991303129337
6391747486,2016-04-09 00:00:00+00:00,4,-2.3348296183588655,-2.324469545819364
6775888955,2016-04-01 00:00:00+00:00,2,-0.06094476729298201,0.25674692218741363
6775888955,2016-04-02 00:00:00+00:00,4,-1.351963165603375,-1.5176196634402506
6775888955,2016-04-03 00:00:00+00:00,4,-1.4893279564389559,-1.8101167817592974
6775888955,2016-04-05 00:00:00+00:00,0,0.3535526503551166,2.1590491413291777
6775888955,2016-04-06 00:00:00+00:00,0,0.7863059104169512,1.5964772701224024
6775888955,2016-04-07 00:00:00+00:00,0,1.158542410724726,1.8476393629169536
6775888955,2016-04-08 00:00:00+00:00,3,-0.7537281512419467,-0.5203967075592025
6775888955,2016-04-09 00:00:00+00:00,4,-2.2956096636227006,-2.299996328483598
6962181067,2016-03-30 00:00:00+00:00,0,1.3983209792045725,1.092837931868025
6962181067,2016-03-31 00:00:00+00:00,0,1.1763756522858133,0.9093328480411736
6962181067,2016-04-01 00:00:00+00:00,1,0.5585692723897823,0.44446162239600534
6962181067,2016-04-02 00:00:00+00:00,1,0.901770362574058,0.7290444221787117
6962181067,2016-04-03 00:00:00+00:00,1,0.8797397004999465,0.40235957549078316
6962181067,2016-04-04 00:00:00+00:00,0,1.9211510432313936,1.6842821791064184
6962181067,2016-04-05 00:00:00+00:00,1,0.829100041410751,0.8340420274765945
6962181067,2016-04-06 00:00:00+00:00,1,0.9090396654511967,1.0300423874663782
6962181067,2016-04-07 00:00:00+00:00,0,1.0653345610524645,0.9266452195429989
6962181067,2016-04-08 00:00:00+00:00,0,1.2252481477974826,0.8107855552825844
6962181067,2016-04-09 00:00:00+00:00,1,0.9115734055670921,0.9841879113647611
6962181067,2016-04-10 00:00:00+00:00,1,0.5009414214105786,0.49238321827783343
6962181067,2016-04-11 00:00:00+00:00,1,0.8890702568230772,0.8398494502729404
7007744171,2016-04-01 00:00:00+00:00,1,0.7723167548403217,0.6762070950030914
7007744171,2016-04-02 00:00:00+00:00,1,0.6492645837433177,0.20775502706775853
7007744171,2016-04-03 00:00:00+00:00,0,1.6013571617181264,1.7824918240317869
7007744171,2016-04-04 00:00:00+00:00,0,1.3629862572679663,1.4527322435603922
7007744171,2016-04-05 00:00:00+00:00,1,0.8417579409721478,0.8977783886127502
7007744171,2016-04-06 00:00:00+00:00,0,1.0811283621381302,1.0814421527534057
7007744171,2016-04-07 00:00:00+00:00,0,1.1768613297570498,1.285151101643662
7007744171,2016-04-08 00:00:00+00:00,0,0.9338246150060919,1.245770643774596
7007744171,2016-04-09 00:00:00+00:00,1,0.5366033780642423,0.4864042246782273
7007744171,2016-04-10 00:00:00+00:00,1,0.5005781350971333,0.7699824670333781
7007744171,2016-04-11 00:00:00+00:00,1,0.8560935375392957,1.1099138167768983
7086361926,2016-04-01 00:00:00+00:00,1,0.7346712104798432,0.19547011561400765
7086361926,2016-04-02 00:00:00+00:00,4,-2.2062383798691902,-2.2818591995447246
