ActivityHour,Id,Calories,TotalIntensity,AverageIntensity,StepTotal,hour,dayofyear,dayofweek,dayofmonth,isweekend
2016-03-24 01:00:00+00:00,2347167796,60,2,0.033333,17,1,84,3,24,False
2016-03-24 02:00:00+00:00,2347167796,59,1,0.016667,8,2,84,3,24,False
2016-03-24 03:00:00+00:00,2347167796,57,0,0.0,0,3,84,3,24,False
2016-03-24 04:00:00+00:00,2347167796,57,0,0.0,0,4,84,3,24,False
2016-03-24 05:00:00+00:00,2347167796,57,0,0.0,0,5,84,3,24,False
2016-03-24 06:00:00+00:00,2347167796,69,6,0.1,168,6,84,3,24,False
2016-03-24 07:00:00+00:00,2347167796,250,90,1.5,3475,7,84,3,24,False
2016-03-24 08:00:00+00:00,2347167796,150,39,0.65,1268,8,84,3,24,False
2016-03-24 09:00:00+00:00,2347167796,82,14,0.233333,146,9,84,3,24,False
2016-03-24 10:00:00+00:00,2347167796,67,4,0.066667,50,10,84,3,24,False
2016-03-24 11:00:00+00:00,2347167796,78,8,0.133333,109,11,84,3,24,False
2016-03-24 12:00:00+00:00,2347167796,86,15,0.25,352,12,84,3,24,False
2016-03-24 13:00:00+00:00,2347167796,82,14,0.233333,209,13,84,3,24,False
2016-03-24 14:00:00+00:00,2347167796,67,5,0.083333,42,14,84,3,24,False
2016-03-24 15:00:00+00:00,2347167796,70,7,0.116667,91,15,84,3,24,False
2016-03-24 16:00:00+00:00,2347167796,74,10,0.166667,102,16,84,3,24,False
2016-03-24 17:00:00+00:00,2347167796,77,13,0.216667,172,17,84,3,24,False
2016-03-24 18:00:00+00:00,2347167796,143,38,0.633333,1370,18,84,3,24,False
2016-03-24 19:00:00+00:00,2347167796,195,74,1.233333,2524,19,84,3,24,False
2016-03-24 20:00:00+00:00,2347167796,62,2,0.033333,25,20,84,3,24,False
2016-03-24 21:00:00+00:00,2347167796,77,11,0.183333,222,21,84,3,24,False
2016-03-24 22:00:00+00:00,2347167796,83,14,0.233333,285,22,84,3,24,False
2016-03-24 23:00:00+00:00,2347167796,57,0,0.0,0,23,84,3,24,False
2016-03-25 00:00:00+00:00,2347167796,58,1,0.016667,7,0,85,4,25,False
2016-03-25 01:00:00+00:00,2347167796,60,2,0.033333,14,1,85,4,25,False
2016-03-25 02:00:00+00:00,2347167796,57,0,0.0,0,2,85,4,25,False
2016-03-25 03:00:00+00:00,2347167796,58,1,0.016667,9,3,85,4,25,False
2016-03-25 04:00:00+00:00,2347167796,57,0,0.0,0,4,85,4,25,False
2016-03-25 05:00:00+00:00,2347167796,66,5,0.083333,100,5,85,4,25,False
2016-03-25 06:00:00+00:00,2347167796,72,7,0.116667,119,6,85,4,25,False
2016-03-25 07:00:00+00:00,2347167796,74,7,0.116667,205,7,85,4,25,False
2016-03-25 08:00:00+00:00,2347167796,121,26,0.433333,999,8,85,4,25,False
2016-03-25 09:00:00+00:00,2347167796,69,7,0.116667,85,9,85,4,25,False
2016-03-25 10:00:00+00:00,2347167796,80,11,0.183333,227,10,85,4,25,False
2016-03-25 11:00:00+00:00,2347167796,78,10,0.166667,227,11,85,4,25,False
2016-03-25 12:00:00+00:00,2347167796,99,16,0.266667,698,12,85,4,25,False
2016-03-25 13:00:00+00:00,2347167796,142,41,0.683333,1662,13,85,4,25,False
2016-03-25 14:00:00+00:00,2347167796,94,17,0.283333,483,14,85,4,25,False
2016-03-25 15:00:00+00:00,2347167796,88,15,0.25,211,15,85,4,25,False
2016-03-25 16:00:00+00:00,2347167796,81,14,0.233333,204,16,85,4,25,False
2016-03-25 17:00:00+00:00,2347167796,73,8,0.133333,124,17,85,4,25,False
2016-03-25 18:00:00+00:00,2347167796,134,30,0.5,1348,18,85,4,25,False
2016-03-25 19:00:00+00:00,2347167796,70,8,0.133333,74,19,85,4,25,False
2016-03-25 20:00:00+00:00,2347167796,80,14,0.233333,162,20,85,4,25,False
2016-03-25 21:00:00+00:00,2347167796,82,15,0.25,196,21,85,4,25,False
2016-03-25 22:00:00+00:00,2347167796,65,4,0.066667,118,22,85,4,25,False
2016-03-25 23:00:00+00:00,2347167796,56,0,0.0,0,23,85,4,25,False
2016-03-26 00:00:00+00:00,2347167796,56,0,0.0,0,0,86,5,26,True
2016-03-26 01:00:00+00:00,2347167796,56,0,0.0,0,1,86,5,26,True
2016-03-26 02:00:00+00:00,2347167796,56,0,0.0,0,2,86,5,26,True
2016-03-26 03:00:00+00:00,2347167796,56,0,0.0,0,3,86,5,26,True
2016-03-26 04:00:00+00:00,2347167796,56,0,0.0,0,4,86,5,26,True
2016-03-26 05:00:00+00:00,2347167796,56,0,0.0,0,5,86,5,26,True
2016-03-26 06:00:00+00:00,2347167796,56,0,0.0,0,6,86,5,26,True
2016-03-26 07:00:00+00:00,2347167796,82,12,0.2,248,7,86,5,26,True
2016-03-26 08:00:00+00:00,2347167796,243,75,1.25,2969,8,86,5,26,True
2016-03-26 09:00:00+00:00,2347167796,203,56,0.933333,1983,9,86,5,26,True
2016-03-26 10:00:00+00:00,2347167796,78,10,0.166667,194,10,86,5,26,True
2016-03-26 11:00:00+00:00,2347167796,109,19,0.316667,933,11,86,5,26,True
2016-03-26 12:00:00+00:00,2347167796,102,26,0.433333,417,12,86,5,26,True
2016-03-26 13:00:00+00:00,2347167796,111,33,0.55,505,13,86,5,26,True
2016-03-26 14:00:00+00:00,2347167796,143,41,0.683333,1297,14,86,5,26,True
2016-03-26 15:00:00+00:00,2347167796,107,29,0.483333,463,15,86,5,26,True
2016-03-26 16:00:00+00:00,2347167796,92,16,0.266667,447,16,86,5,26,True
2016-03-26 17:00:00+00:00,2347167796,111,24,0.4,639,17,86,5,26,True
2016-03-26 18:00:00+00:00,2347167796,161,41,0.683333,1344,18,86,5,26,True
2016-03-26 19:00:00+00:00,2347167796,127,35,0.583333,870,19,86,5,26,True
2016-03-26 20:00:00+00:00,2347167796,86,15,0.25,289,20,86,5,26,True
2016-03-26 21:00:00+00:00,2347167796,80,12,0.2,208,21,86,5,26,True
2016-03-26 22:00:00+00:00,2347167796,56,0,0.0,0,22,86,5,26,True
2016-03-26 23:00:00+00:00,2347167796,56,0,0.0,0,23,86,5,26,True
2016-03-27 00:00:00+00:00,2347167796,56,0,0.0,0,0,87,6,27,True
2016-03-27 01:00:00+00:00,2347167796,56,0,0.0,0,1,87,6,27,True
2016-03-27 02:00:00+00:00,2347167796,56,0,0.0,0,2,87,6,27,True
2016-03-27 03:00:00+00:00,2347167796,56,0,0.0,0,3,87,6,27,True
2016-03-27 04:00:00+00:00,2347167796,56,0,0.0,0,4,87,6,27,True
2016-03-27 05:00:00+00:00,2347167796,56,0,0.0,0,5,87,6,27,True
2016-03-27 06:00:00+00:00,2347167796,56,0,0.0,0,6,87,6,27,True
2016-03-27 07:00:00+00:00,2347167796,56,0,0.0,0,7,87,6,27,True
2016-03-27 08:00:00+00:00,2347167796,56,0,0.0,0,8,87,6,27,True
2016-03-27 09:00:00+00:00,2347167796,87,14,0.233333,207,9,87,6,27,True
2016-03-27 10:00:00+00:00,2347167796,108,26,0.433333,611,10,87,6,27,True
2016-03-27 11:00:00+00:00,2347167796,180,51,0.85,1861,11,87,6,27,True
2016-03-27 12:00:00+00:00,2347167796,77,11,0.183333,152,12,87,6,27,True
2016-03-27 13:00:00+00:00,2347167796,127,29,0.483333,1011,13,87,6,27,True
2016-03-27 14:00:00+00:00,2347167796,204,66,1.1,1096,14,87,6,27,True
2016-03-27 15:00:00+00:00,2347167796,198,72,1.2,196,15,87,6,27,True
2016-03-27 16:00:00+00:00,2347167796,124,30,0.5,270,16,87,6,27,True
2016-03-27 17:00:00+00:00,2347167796,83,10,0.166667,65,17,87,6,27,True
2016-03-27 18:00:00+00:00,2347167796,80,9,0.15,128,18,87,6,27,True
2016-03-27 19:00:00+00:00,2347167796,115,19,0.316667,338,19,87,6,27,True
2016-03-27 20:00:00+00:00,2347167796,111,25,0.416667,495,20,87,6,27,True
2016-03-27 21:00:00+00:00,2347167796,73,8,0.133333,164,21,87,6,27,True
2016-03-27 22:00:00+00:00,2347167796,58,1,0.016667,13,22,87,6,27,True
2016-03-27 23:00:00+00:00,2347167796,60,1,0.016667,6,23,87,6,27,True
2016-03-28 00:00:00+00:00,2347167796,57,0,0.0,0,0,88,0,28,False
2016-03-28 01:00:00+00:00,2347167796,57,0,0.0,0,1,88,0,28,False
2016-03-28 02:00:00+00:00,2347167796,58,1,0.016667,6,2,88,0,28,False
2016-03-28 03:00:00+00:00,2347167796,57,0,0.0,0,3,88,0,28,False
2016-03-28 04:00:00+00:00,2347167796,57,0,0.0,0,4,88,0,28,False
2016-03-28 05:00:00+00:00,2347167796,57,0,0.0,0,5,88,0,28,False
2016-03-28 06:00:00+00:00,2347167796,60,2,0.033333,14,6,88,0,28,False
2016-03-28 07:00:00+00:00,2347167796,82,14,0.233333,157,7,88,0,28,False
2016-03-28 08:00:00+00:00,2347167796,132,25,0.416667,1159,8,88,0,28,False
2016-03-28 09:00:00+00:00,2347167796,80,12,0.2,201,9,88,0,28,False
2016-03-28 10:00:00+00:00,2347167796,61,0,0.0,0,10,88,0,28,False
2016-03-28 11:00:00+00:00,2347167796,86,16,0.266667,284,11,88,0,28,False
2016-03-28 12:00:00+00:00,2347167796,75,10,0.166667,128,12,88,0,28,False
2016-03-28 13:00:00+00:00,2347167796,94,14,0.233333,601,13,88,0,28,False
2016-03-28 14:00:00+00:00,2347167796,85,14,0.233333,349,14,88,0,28,False
2016-03-28 15:00:00+00:00,2347167796,71,7,0.116667,98,15,88,0,28,False
2016-03-28 16:00:00+00:00,2347167796,78,10,0.166667,228,16,88,0,28,False
2016-03-28 17:00:00+00:00,2347167796,62,3,0.05,21,17,88,0,28,False
2016-03-28 18:00:00+00:00,2347167796,149,35,0.583333,1675,18,88,0,28,False
2016-03-28 19:00:00+00:00,2347167796,136,39,0.65,898,19,88,0,28,False
2016-03-28 20:00:00+00:00,2347167796,82,14,0.233333,174,20,88,0,28,False
2016-03-28 21:00:00+00:00,2347167796,83,13,0.216667,295,21,88,0,28,False
2016-03-28 22:00:00+00:00,2347167796,56,0,0.0,0,22,88,0,28,False
2016-03-28 23:00:00+00:00,2347167796,57,0,0.0,0,23,88,0,28,False
2016-03-29 00:00:00+00:00,2347167796,61,2,0.033333,25,0,89,1,29,False
2016-03-29 01:00:00+00:00,2347167796,57,0,0.0,0,1,89,1,29,False
2016-03-29 02:00:00+00:00,2347167796,57,0,0.0,0,2,89,1,29,False
2016-03-29 03:00:00+00:00,2347167796,57,0,0.0,0,3,89,1,29,False
2016-03-29 04:00:00+00:00,2347167796,58,1,0.016667,6,4,89,1,29,False
2016-03-29 05:00:00+00:00,2347167796,57,0,0.0,0,5,89,1,29,False
2016-03-29 06:00:00+00:00,2347167796,87,15,0.25,380,6,89,1,29,False
2016-03-29 07:00:00+00:00,2347167796,199,73,1.216667,2995,7,89,1,29,False
2016-03-29 08:00:00+00:00,2347167796,130,26,0.433333,1066,8,89,1,29,False
2016-03-29 09:00:00+00:00,2347167796,72,7,0.116667,126,9,89,1,29,False
2016-03-29 10:00:00+00:00,2347167796,73,9,0.15,79,10,89,1,29,False
2016-03-29 11:00:00+00:00,2347167796,78,12,0.2,144,11,89,1,29,False
2016-03-29 12:00:00+00:00,2347167796,73,8,0.133333,123,12,89,1,29,False
2016-03-29 13:00:00+00:00,2347167796,177,61,1.016667,2210,13,89,1,29,False
2016-03-29 14:00:00+00:00,2347167796,72,7,0.116667,84,14,89,1,29,False
2016-03-29 15:00:00+00:00,2347167796,85,16,0.266667,220,15,89,1,29,False
2016-03-29 16:00:00+00:00,2347167796,68,7,0.116667,83,16,89,1,29,False
2016-03-29 17:00:00+00:00,2347167796,78,12,0.2,190,17,89,1,29,False
2016-03-29 18:00:00+00:00,2347167796,137,32,0.533333,1289,18,89,1,29,False
2016-03-29 19:00:00+00:00,2347167796,66,4,0.066667,88,19,89,1,29,False
2016-03-29 20:00:00+00:00,2347167796,65,4,0.066667,15,20,89,1,29,False
2016-03-29 21:00:00+00:00,2347167796,120,32,0.533333,1136,21,89,1,29,False
2016-03-29 22:00:00+00:00,2347167796,60,2,0.033333,13,22,89,1,29,False
2016-03-29 23:00:00+00:00,2347167796,57,0,0.0,0,23,89,1,29,False
2016-03-30 00:00:00+00:00,2347167796,57,0,0.0,0,0,90,2,30,False
2016-03-30 01:00:00+00:00,2347167796,57,0,0.0,0,1,90,2,30,False
2016-03-30 02:00:00+00:00,2347167796,57,0,0.0,0,2,90,2,30,False
2016-03-30 03:00:00+00:00,2347167796,57,0,0.0,0,3,90,2,30,False
2016-03-30 04:00:00+00:00,2347167796,57,0,0.0,0,4,90,2,30,False
2016-03-30 05:00:00+00:00,2347167796,60,3,0.05,21,5,90,2,30,False
2016-03-30 06:00:00+00:00,2347167796,62,3,0.05,32,6,90,2,30,False
2016-03-30 07:00:00+00:00,2347167796,76,10,0.166667,135,7,90,2,30,False
2016-03-30 08:00:00+00:00,2347167796,160,52,0.866667,1244,8,90,2,30,False
2016-03-30 09:00:00+00:00,2347167796,99,20,0.333333,77,9,90,2,30,False
2016-03-30 10:00:00+00:00,2347167796,91,13,0.216667,62,10,90,2,30,False
2016-03-30 11:00:00+00:00,2347167796,119,28,0.466667,88,11,90,2,30,False
2016-03-30 12:00:00+00:00,2347167796,93,17,0.283333,446,12,90,2,30,False
2016-03-30 13:00:00+00:00,2347167796,74,9,0.15,135,13,90,2,30,False
2016-03-30 14:00:00+00:00,2347167796,74,10,0.166667,114,14,90,2,30,False
2016-03-30 15:00:00+00:00,2347167796,90,17,0.283333,379,15,90,2,30,False
2016-03-30 16:00:00+00:00,2347167796,74,10,0.166667,96,16,90,2,30,False
2016-03-30 17:00:00+00:00,2347167796,81,14,0.233333,256,17,90,2,30,False
2016-03-30 18:00:00+00:00,2347167796,219,62,1.033333,2998,18,90,2,30,False
2016-03-30 19:00:00+00:00,2347167796,112,27,0.45,1169,19,90,2,30,False
2016-03-30 20:00:00+00:00,2347167796,76,11,0.183333,180,20,90,2,30,False
2016-03-30 21:00:00+00:00,2347167796,146,43,0.716667,1658,21,90,2,30,False
2016-03-30 22:00:00+00:00,2347167796,132,39,0.65,1443,22,90,2,30,False
2016-03-30 23:00:00+00:00,2347167796,63,0,0.0,0,23,90,2,30,False
2016-03-31 00:00:00+00:00,2347167796,58,1,0.016667,7,0,91,3,31,False
2016-03-31 01:00:00+00:00,2347167796,57,0,0.0,0,1,91,3,31,False
2016-03-31 02:00:00+00:00,2347167796,57,0,0.0,0,2,91,3,31,False
2016-03-31 03:00:00+00:00,2347167796,56,0,0.0,0,3,91,3,31,False
2016-03-31 04:00:00+00:00,2347167796,57,0,0.0,0,4,91,3,31,False
2016-03-31 05:00:00+00:00,2347167796,58,1,0.016667,6,5,91,3,31,False
2016-03-31 06:00:00+00:00,2347167796,57,0,0.0,0,6,91,3,31,False
2016-03-31 07:00:00+00:00,2347167796,94,19,0.316667,339,7,91,3,31,False
2016-03-31 08:00:00+00:00,2347167796,120,24,0.4,988,8,91,3,31,False
2016-03-31 09:00:00+00:00,2347167796,66,4,0.066667,31,9,91,3,31,False
2016-03-31 10:00:00+00:00,2347167796,116,28,0.466667,850,10,91,3,31,False
2016-03-31 11:00:00+00:00,2347167796,64,3,0.05,22,11,91,3,31,False
2016-03-31 12:00:00+00:00,2347167796,80,14,0.233333,160,12,91,3,31,False
2016-03-31 13:00:00+00:00,2347167796,89,17,0.283333,356,13,91,3,31,False
2016-03-31 14:00:00+00:00,2347167796,73,9,0.15,120,14,91,3,31,False
2016-03-31 15:00:00+00:00,2347167796,63,1,0.016667,49,15,91,3,31,False
2016-03-31 16:00:00+00:00,2347167796,77,8,0.133333,200,16,91,3,31,False
2016-03-31 17:00:00+00:00,2347167796,95,20,0.333333,402,17,91,3,31,False
2016-03-31 18:00:00+00:00,2347167796,173,38,0.633333,1696,18,91,3,31,False
2016-03-31 19:00:00+00:00,2347167796,101,19,0.316667,474,19,91,3,31,False
2016-03-31 20:00:00+00:00,2347167796,108,25,0.416667,710,20,91,3,31,False
2016-03-31 21:00:00+00:00,2347167796,94,19,0.316667,350,21,91,3,31,False
2016-03-31 22:00:00+00:00,2347167796,58,0,0.0,0,22,91,3,31,False
2016-03-31 23:00:00+00:00,2347167796,57,0,0.0,0,23,91,3,31,False
2016-04-01 00:00:00+00:00,2347167796,60,2,0.033333,26,0,92,4,1,False
2016-04-01 01:00:00+00:00,2347167796,57,0,0.0,0,1,92,4,1,False
2016-04-01 02:00:00+00:00,2347167796,57,0,0.0,0,2,92,4,1,False
2016-04-01 03:00:00+00:00,2347167796,57,0,0.0,0,3,92,4,1,False
2016-04-01 04:00:00+00:00,2347167796,57,0,0.0,0,4,92,4,1,False
2016-04-01 05:00:00+00:00,2347167796,57,0,0.0,0,5,92,4,1,False
2016-04-01 06:00:00+00:00,2347167796,68,6,0.1,90,6,92,4,1,False
2016-04-01 07:00:00+00:00,2347167796,181,61,1.016667,2559,7,92,4,1,False
2016-04-01 08:00:00+00:00,2347167796,137,32,0.533333,1306,8,92,4,1,False
2016-04-01 09:00:00+00:00,2347167796,66,4,0.066667,58,9,92,4,1,False
2016-04-01 10:00:00+00:00,2347167796,86,16,0.266667,289,10,92,4,1,False
2016-04-01 11:00:00+00:00,2347167796,77,10,0.166667,199,11,92,4,1,False
2016-04-01 12:00:00+00:00,2347167796,83,15,0.25,223,12,92,4,1,False
2016-04-01 13:00:00+00:00,2347167796,126,35,0.583333,1216,13,92,4,1,False
2016-04-01 14:00:00+00:00,2347167796,71,6,0.1,130,14,92,4,1,False
2016-04-01 15:00:00+00:00,2347167796,79,11,0.183333,199,15,92,4,1,False
2016-04-01 16:00:00+00:00,2347167796,84,17,0.283333,204,16,92,4,1,False
2016-04-01 17:00:00+00:00,2347167796,71,7,0.116667,189,17,92,4,1,False
2016-04-01 18:00:00+00:00,2347167796,120,25,0.416667,1066,18,92,4,1,False
2016-04-01 19:00:00+00:00,2347167796,71,8,0.133333,141,19,92,4,1,False
2016-04-01 20:00:00+00:00,2347167796,76,9,0.15,147,20,92,4,1,False
2016-04-01 21:00:00+00:00,2347167796,56,0,0.0,0,21,92,4,1,False
2016-04-01 22:00:00+00:00,2347167796,61,2,0.033333,12,22,92,4,1,False
2016-04-01 23:00:00+00:00,2347167796,79,12,0.2,274,23,92,4,1,False
2016-04-02 00:00:00+00:00,2347167796,61,3,0.05,29,0,93,5,2,True
2016-04-02 01:00:00+00:00,2347167796,57,0,0.0,0,1,93,5,2,True
2016-04-02 02:00:00+00:00,2347167796,57,0,0.0,0,2,93,5,2,True
2016-04-02 03:00:00+00:00,2347167796,57,0,0.0,0,3,93,5,2,True
2016-04-02 04:00:00+00:00,2347167796,59,2,0.033333,16,4,93,5,2,True
2016-04-02 05:00:00+00:00,2347167796,57,0,0.0,0,5,93,5,2,True
2016-04-02 06:00:00+00:00,2347167796,57,0,0.0,0,6,93,5,2,True
2016-04-02 07:00:00+00:00,2347167796,59,1,0.016667,7,7,93,5,2,True
2016-04-02 08:00:00+00:00,2347167796,88,15,0.25,387,8,93,5,2,True
2016-04-02 09:00:00+00:00,2347167796,136,32,0.533333,1154,9,93,5,2,True
2016-04-02 10:00:00+00:00,2347167796,336,149,2.483333,5386,10,93,5,2,True
2016-04-02 11:00:00+00:00,2347167796,121,29,0.483333,730,11,93,5,2,True
2016-04-02 12:00:00+00:00,2347167796,141,41,0.683333,1065,12,93,5,2,True
2016-04-02 13:00:00+00:00,2347167796,91,15,0.25,504,13,93,5,2,True
2016-04-02 14:00:00+00:00,2347167796,106,25,0.416667,446,14,93,5,2,True
2016-04-02 15:00:00+00:00,2347167796,116,30,0.5,564,15,93,5,2,True
2016-04-02 16:00:00+00:00,2347167796,138,33,0.55,1037,16,93,5,2,True
2016-04-02 17:00:00+00:00,2347167796,144,40,0.666667,1368,17,93,5,2,True
2016-04-02 18:00:00+00:00,2347167796,155,42,0.7,1670,18,93,5,2,True
2016-04-02 19:00:00+00:00,2347167796,80,11,0.183333,170,19,93,5,2,True
2016-04-02 20:00:00+00:00,2347167796,97,18,0.3,397,20,93,5,2,True
2016-04-02 21:00:00+00:00,2347167796,108,23,0.383333,481,21,93,5,2,True
2016-04-02 22:00:00+00:00,2347167796,61,2,0.033333,35,22,93,5,2,True
2016-04-02 23:00:00+00:00,2347167796,59,1,0.016667,13,23,93,5,2,True
2016-04-03 00:00:00+00:00,2347167796,64,5,0.083333,28,0,94,6,3,True
2016-04-03 01:00:00+00:00,2347167796,57,0,0.0,0,1,94,6,3,True
2016-04-03 02:00:00+00:00,2347167796,56,0,0.0,0,2,94,6,3,True
2016-04-03 03:00:00+00:00,2347167796,57,0,0.0,0,3,94,6,3,True
2016-04-03 04:00:00+00:00,2347167796,56,0,0.0,0,4,94,6,3,True
2016-04-03 05:00:00+00:00,2347167796,57,0,0.0,0,5,94,6,3,True
2016-04-03 06:00:00+00:00,2347167796,57,0,0.0,0,6,94,6,3,True
2016-04-03 07:00:00+00:00,2347167796,59,1,0.016667,18,7,94,6,3,True
2016-04-03 08:00:00+00:00,2347167796,63,2,0.033333,14,8,94,6,3,True
2016-04-03 09:00:00+00:00,2347167796,108,26,0.433333,648,9,94,6,3,True
2016-04-03 10:00:00+00:00,2347167796,95,21,0.35,456,10,94,6,3,True
2016-04-03 11:00:00+00:00,2347167796,132,33,0.55,1170,11,94,6,3,True
2016-04-03 12:00:00+00:00,2347167796,68,5,0.083333,124,12,94,6,3,True
2016-04-03 13:00:00+00:00,2347167796,105,29,0.483333,315,13,94,6,3,True
2016-04-03 14:00:00+00:00,2347167796,98,20,0.333333,494,14,94,6,3,True
2016-04-03 15:00:00+00:00,2347167796,103,22,0.366667,411,15,94,6,3,True
2016-04-03 16:00:00+00:00,2347167796,147,35,0.583333,575,16,94,6,3,True
2016-04-03 17:00:00+00:00,2347167796,70,6,0.1,62,17,94,6,3,True
2016-04-03 18:00:00+00:00,2347167796,128,36,0.6,912,18,94,6,3,True
2016-04-03 19:00:00+00:00,2347167796,137,41,0.683333,992,19,94,6,3,True
2016-04-03 20:00:00+00:00,2347167796,107,27,0.45,563,20,94,6,3,True
2016-04-03 21:00:00+00:00,2347167796,97,13,0.216667,691,21,94,6,3,True
2016-04-03 22:00:00+00:00,2347167796,57,0,0.0,0,22,94,6,3,True
2016-04-03 23:00:00+00:00,2347167796,60,2,0.033333,12,23,94,6,3,True
2016-04-04 00:00:00+00:00,2347167796,57,0,0.0,0,0,95,0,4,False
2016-04-04 01:00:00+00:00,2347167796,57,0,0.0,0,1,95,0,4,False
2016-04-04 02:00:00+00:00,2347167796,57,0,0.0,0,2,95,0,4,False
2016-04-04 03:00:00+00:00,2347167796,57,0,0.0,0,3,95,0,4,False
2016-04-04 04:00:00+00:00,2347167796,57,0,0.0,0,4,95,0,4,False
2016-04-04 05:00:00+00:00,2347167796,61,3,0.05,14,5,95,0,4,False
2016-04-04 06:00:00+00:00,2347167796,72,8,0.133333,142,6,95,0,4,False
2016-04-04 07:00:00+00:00,2347167796,75,9,0.15,141,7,95,0,4,False
2016-04-04 08:00:00+00:00,2347167796,126,25,0.416667,1120,8,95,0,4,False
2016-04-04 09:00:00+00:00,2347167796,64,2,0.033333,9,9,95,0,4,False
2016-04-04 10:00:00+00:00,2347167796,74,8,0.133333,140,10,95,0,4,False
2016-04-04 11:00:00+00:00,2347167796,67,4,0.066667,68,11,95,0,4,False
2016-04-04 12:00:00+00:00,2347167796,94,17,0.283333,513,12,95,0,4,False
2016-04-04 13:00:00+00:00,2347167796,145,44,0.733333,1633,13,95,0,4,False
2016-04-04 14:00:00+00:00,2347167796,71,7,0.116667,86,14,95,0,4,False
2016-04-04 15:00:00+00:00,2347167796,63,2,0.033333,41,15,95,0,4,False
2016-04-04 16:00:00+00:00,2347167796,85,16,0.266667,227,16,95,0,4,False
2016-04-04 17:00:00+00:00,2347167796,102,25,0.416667,479,17,95,0,4,False
2016-04-04 18:00:00+00:00,2347167796,109,19,0.316667,801,18,95,0,4,False
2016-04-04 19:00:00+00:00,2347167796,100,23,0.383333,409,19,95,0,4,False
2016-04-04 20:00:00+00:00,2347167796,208,81,1.35,2325,20,95,0,4,False
2016-04-04 21:00:00+00:00,2347167796,184,50,0.833333,2096,21,95,0,4,False
2016-04-04 22:00:00+00:00,2347167796,57,0,0.0,0,22,95,0,4,False
2016-04-04 23:00:00+00:00,2347167796,58,1,0.016667,10,23,95,0,4,False
2016-04-05 00:00:00+00:00,2347167796,60,2,0.033333,20,0,96,1,5,False
2016-04-05 01:00:00+00:00,2347167796,59,1,0.016667,7,1,96,1,5,False
2016-04-05 02:00:00+00:00,2347167796,57,0,0.0,0,2,96,1,5,False
2016-04-05 03:00:00+00:00,2347167796,57,0,0.0,0,3,96,1,5,False
2016-04-05 04:00:00+00:00,2347167796,57,0,0.0,0,4,96,1,5,False
