ActivityHour,Id,Calories,TotalIntensity,AverageIntensity,StepTotal,hour,dayofyear,dayofweek,dayofmonth,isweekend
2016-04-05 05:00:00+00:00,2347167796,57,0,0.0,0,5,96,1,5,False
2016-04-05 06:00:00+00:00,2347167796,59,1,0.016667,7,6,96,1,5,False
2016-04-05 07:00:00+00:00,2347167796,102,26,0.433333,401,7,96,1,5,False
2016-04-05 08:00:00+00:00,2347167796,140,36,0.6,1222,8,96,1,5,False
2016-04-05 09:00:00+00:00,2347167796,74,10,0.166667,105,9,96,1,5,False
2016-04-05 10:00:00+00:00,2347167796,75,10,0.166667,114,10,96,1,5,False
2016-04-05 11:00:00+00:00,2347167796,90,16,0.266667,420,11,96,1,5,False
2016-04-05 12:00:00+00:00,2347167796,107,19,0.316667,772,12,96,1,5,False
2016-04-05 13:00:00+00:00,2347167796,80,12,0.2,214,13,96,1,5,False
2016-04-05 14:00:00+00:00,2347167796,108,20,0.333333,734,14,96,1,5,False
2016-04-05 15:00:00+00:00,2347167796,71,8,0.133333,63,15,96,1,5,False
2016-04-05 16:00:00+00:00,2347167796,74,8,0.133333,164,16,96,1,5,False
2016-04-05 17:00:00+00:00,2347167796,83,15,0.25,276,17,96,1,5,False
2016-04-05 18:00:00+00:00,2347167796,130,27,0.45,1070,18,96,1,5,False
2016-04-05 19:00:00+00:00,2347167796,109,24,0.4,688,19,96,1,5,False
2016-04-05 20:00:00+00:00,2347167796,160,46,0.766667,1734,20,96,1,5,False
2016-04-05 21:00:00+00:00,2347167796,160,53,0.883333,2000,21,96,1,5,False
2016-04-05 22:00:00+00:00,2347167796,68,6,0.1,87,22,96,1,5,False
2016-04-05 23:00:00+00:00,2347167796,59,1,0.016667,13,23,96,1,5,False
2016-04-06 00:00:00+00:00,2347167796,57,0,0.0,0,0,97,2,6,False
2016-04-06 01:00:00+00:00,2347167796,57,0,0.0,0,1,97,2,6,False
2016-04-06 02:00:00+00:00,2347167796,60,1,0.016667,15,2,97,2,6,False
2016-04-06 03:00:00+00:00,2347167796,57,0,0.0,0,3,97,2,6,False
2016-04-06 04:00:00+00:00,2347167796,57,0,0.0,0,4,97,2,6,False
2016-04-06 05:00:00+00:00,2347167796,57,0,0.0,0,5,97,2,6,False
2016-04-06 06:00:00+00:00,2347167796,58,1,0.016667,6,6,97,2,6,False
2016-04-06 07:00:00+00:00,2347167796,211,79,1.316667,2709,7,97,2,6,False
2016-04-06 08:00:00+00:00,2347167796,128,27,0.45,1223,8,97,2,6,False
2016-04-06 09:00:00+00:00,2347167796,73,8,0.133333,152,9,97,2,6,False
2016-04-06 10:00:00+00:00,2347167796,70,6,0.1,104,10,97,2,6,False
2016-04-06 11:00:00+00:00,2347167796,68,6,0.1,57,11,97,2,6,False
2016-04-06 12:00:00+00:00,2347167796,73,8,0.133333,149,12,97,2,6,False
2016-04-06 13:00:00+00:00,2347167796,94,17,0.283333,462,13,97,2,6,False
2016-04-06 14:00:00+00:00,2347167796,71,5,0.083333,196,14,97,2,6,False
2016-04-06 15:00:00+00:00,2347167796,71,7,0.116667,100,15,97,2,6,False
2016-04-06 16:00:00+00:00,2347167796,71,8,0.133333,76,16,97,2,6,False
2016-04-06 17:00:00+00:00,2347167796,76,9,0.15,262,17,97,2,6,False
2016-04-06 18:00:00+00:00,2347167796,181,53,0.883333,2231,18,97,2,6,False
2016-04-06 19:00:00+00:00,2347167796,197,71,1.183333,2959,19,97,2,6,False
2016-04-06 20:00:00+00:00,2347167796,69,6,0.1,106,20,97,2,6,False
2016-04-06 21:00:00+00:00,2347167796,79,12,0.2,211,21,97,2,6,False
2016-04-06 22:00:00+00:00,2347167796,67,6,0.1,89,22,97,2,6,False
2016-04-06 23:00:00+00:00,2347167796,56,0,0.0,0,23,97,2,6,False
2016-04-07 00:00:00+00:00,2347167796,56,0,0.0,0,0,98,3,7,False
2016-04-07 01:00:00+00:00,2347167796,56,0,0.0,0,1,98,3,7,False
2016-04-07 02:00:00+00:00,2347167796,56,0,0.0,0,2,98,3,7,False
2016-04-07 03:00:00+00:00,2347167796,56,0,0.0,0,3,98,3,7,False
2016-04-07 04:00:00+00:00,2347167796,56,0,0.0,0,4,98,3,7,False
2016-04-07 05:00:00+00:00,2347167796,56,0,0.0,0,5,98,3,7,False
2016-04-07 06:00:00+00:00,2347167796,56,0,0.0,0,6,98,3,7,False
2016-04-07 07:00:00+00:00,2347167796,95,21,0.35,299,7,98,3,7,False
2016-04-07 08:00:00+00:00,2347167796,122,23,0.383333,1015,8,98,3,7,False
2016-04-07 09:00:00+00:00,2347167796,84,11,0.183333,148,9,98,3,7,False
2016-04-07 10:00:00+00:00,2347167796,77,12,0.2,142,10,98,3,7,False
2016-04-07 11:00:00+00:00,2347167796,87,13,0.216667,213,11,98,3,7,False
2016-04-07 12:00:00+00:00,2347167796,133,35,0.583333,655,12,98,3,7,False
2016-04-07 13:00:00+00:00,2347167796,168,49,0.816667,1572,13,98,3,7,False
2016-04-07 14:00:00+00:00,2347167796,117,28,0.466667,373,14,98,3,7,False
2016-04-07 15:00:00+00:00,2347167796,100,19,0.316667,96,15,98,3,7,False
2016-04-07 16:00:00+00:00,2347167796,132,27,0.45,241,16,98,3,7,False
2016-04-07 17:00:00+00:00,2347167796,95,18,0.3,419,17,98,3,7,False
2016-04-07 18:00:00+00:00,2347167796,145,33,0.55,1278,18,98,3,7,False
2016-04-07 19:00:00+00:00,2347167796,220,80,1.333333,1837,19,98,3,7,False
2016-04-07 20:00:00+00:00,2347167796,90,18,0.3,227,20,98,3,7,False
2016-04-07 21:00:00+00:00,2347167796,94,11,0.183333,681,21,98,3,7,False
2016-04-07 22:00:00+00:00,2347167796,128,26,0.433333,1124,22,98,3,7,False
2016-04-07 23:00:00+00:00,2347167796,57,0,0.0,0,23,98,3,7,False
2016-04-08 00:00:00+00:00,2347167796,57,0,0.0,0,0,99,4,8,False
2016-04-08 01:00:00+00:00,2347167796,57,0,0.0,0,1,99,4,8,False
2016-04-08 02:00:00+00:00,2347167796,57,0,0.0,0,2,99,4,8,False
2016-04-08 03:00:00+00:00,2347167796,57,0,0.0,0,3,99,4,8,False
2016-04-08 04:00:00+00:00,2347167796,57,0,0.0,0,4,99,4,8,False
2016-04-08 05:00:00+00:00,2347167796,57,0,0.0,0,5,99,4,8,False
2016-04-08 06:00:00+00:00,2347167796,59,1,0.016667,13,6,99,4,8,False
2016-04-08 07:00:00+00:00,2347167796,104,23,0.383333,481,7,99,4,8,False
2016-04-08 08:00:00+00:00,2347167796,123,23,0.383333,897,8,99,4,8,False
2016-04-08 09:00:00+00:00,2347167796,86,14,0.233333,338,9,99,4,8,False
2016-04-08 10:00:00+00:00,2347167796,78,12,0.2,160,10,99,4,8,False
2016-04-08 11:00:00+00:00,2347167796,78,13,0.216667,124,11,99,4,8,False
2016-04-08 12:00:00+00:00,2347167796,91,18,0.3,404,12,99,4,8,False
2016-04-08 13:00:00+00:00,2347167796,139,30,0.5,1523,13,99,4,8,False
2016-04-08 14:00:00+00:00,2347167796,68,4,0.066667,108,14,99,4,8,False
2016-04-08 15:00:00+00:00,2347167796,97,21,0.35,450,15,99,4,8,False
2016-04-08 16:00:00+00:00,2347167796,89,17,0.283333,302,16,99,4,8,False
2016-04-08 17:00:00+00:00,2347167796,66,6,0.1,53,17,99,4,8,False
2016-04-08 18:00:00+00:00,2347167796,147,36,0.6,1541,18,99,4,8,False
2016-04-08 19:00:00+00:00,2347167796,128,35,0.583333,934,19,99,4,8,False
2016-04-08 20:00:00+00:00,2347167796,112,26,0.433333,647,20,99,4,8,False
2016-04-08 21:00:00+00:00,2347167796,161,40,0.666667,2026,21,99,4,8,False
2016-04-08 22:00:00+00:00,2347167796,77,12,0.2,179,22,99,4,8,False
2016-04-08 23:00:00+00:00,2347167796,61,3,0.05,29,23,99,4,8,False
2016-04-09 00:00:00+00:00,2347167796,56,0,0.0,0,0,100,5,9,True
2016-04-09 01:00:00+00:00,2347167796,56,0,0.0,0,1,100,5,9,True
2016-04-09 02:00:00+00:00,2347167796,56,0,0.0,0,2,100,5,9,True
2016-04-09 03:00:00+00:00,2347167796,56,0,0.0,0,3,100,5,9,True
2016-04-09 04:00:00+00:00,2347167796,56,0,0.0,0,4,100,5,9,True
2016-04-09 05:00:00+00:00,2347167796,56,0,0.0,0,5,100,5,9,True
2016-04-09 06:00:00+00:00,2347167796,56,0,0.0,0,6,100,5,9,True
2016-04-09 07:00:00+00:00,2347167796,72,7,0.116667,190,7,100,5,9,True
2016-04-09 08:00:00+00:00,2347167796,123,26,0.433333,1146,8,100,5,9,True
2016-04-09 09:00:00+00:00,2347167796,114,22,0.366667,981,9,100,5,9,True
2016-04-09 10:00:00+00:00,2347167796,182,48,0.8,2233,10,100,5,9,True
2016-04-09 11:00:00+00:00,2347167796,199,66,1.1,2731,11,100,5,9,True
2016-04-09 12:00:00+00:00,2347167796,132,34,0.566667,1122,12,100,5,9,True
2016-04-09 13:00:00+00:00,2347167796,68,6,0.1,50,13,100,5,9,True
2016-04-09 14:00:00+00:00,2347167796,101,25,0.416667,464,14,100,5,9,True
2016-04-09 15:00:00+00:00,2347167796,124,35,0.583333,796,15,100,5,9,True
2016-04-09 16:00:00+00:00,2347167796,128,30,0.5,699,16,100,5,9,True
2016-04-09 17:00:00+00:00,2347167796,225,79,1.316667,3292,17,100,5,9,True
2016-04-09 18:00:00+00:00,2347167796,141,42,0.7,788,18,100,5,9,True
2016-04-09 19:00:00+00:00,2347167796,122,31,0.516667,741,19,100,5,9,True
2016-04-09 20:00:00+00:00,2347167796,76,6,0.1,52,20,100,5,9,True
2016-04-09 21:00:00+00:00,2347167796,104,24,0.4,426,21,100,5,9,True
2016-04-09 22:00:00+00:00,2347167796,94,16,0.266667,182,22,100,5,9,True
2016-04-09 23:00:00+00:00,2347167796,90,16,0.266667,188,23,100,5,9,True
2016-04-10 00:00:00+00:00,2347167796,57,0,0.0,0,0,101,6,10,True
2016-04-10 01:00:00+00:00,2347167796,59,1,0.016667,6,1,101,6,10,True
2016-04-10 02:00:00+00:00,2347167796,58,1,0.016667,14,2,101,6,10,True
2016-04-10 03:00:00+00:00,2347167796,57,0,0.0,0,3,101,6,10,True
2016-04-10 04:00:00+00:00,2347167796,60,2,0.033333,18,4,101,6,10,True
2016-04-10 05:00:00+00:00,2347167796,56,0,0.0,0,5,101,6,10,True
2016-04-10 06:00:00+00:00,2347167796,57,0,0.0,0,6,101,6,10,True
2016-04-10 07:00:00+00:00,2347167796,59,1,0.016667,10,7,101,6,10,True
2016-04-10 08:00:00+00:00,2347167796,57,0,0.0,0,8,101,6,10,True
2016-04-10 09:00:00+00:00,2347167796,71,8,0.133333,128,9,101,6,10,True
2016-04-10 10:00:00+00:00,2347167796,144,37,0.616667,1333,10,101,6,10,True
2016-04-10 11:00:00+00:00,2347167796,132,30,0.5,1166,11,101,6,10,True
2016-04-10 12:00:00+00:00,2347167796,79,11,0.183333,246,12,101,6,10,True
2016-04-10 13:00:00+00:00,2347167796,126,32,0.533333,774,13,101,6,10,True
2016-04-10 14:00:00+00:00,2347167796,135,37,0.616667,751,14,101,6,10,True
2016-04-10 15:00:00+00:00,2347167796,102,16,0.266667,245,15,101,6,10,True
2016-04-10 16:00:00+00:00,2347167796,79,9,0.15,54,16,101,6,10,True
2016-04-10 17:00:00+00:00,2347167796,89,14,0.233333,256,17,101,6,10,True
2016-04-10 18:00:00+00:00,2347167796,118,26,0.433333,410,18,101,6,10,True
2016-04-10 19:00:00+00:00,2347167796,165,49,0.816667,1391,19,101,6,10,True
2016-04-10 20:00:00+00:00,2347167796,169,49,0.816667,2044,20,101,6,10,True
2016-04-10 21:00:00+00:00,2347167796,122,20,0.333333,1197,21,101,6,10,True
2016-04-10 22:00:00+00:00,2347167796,60,2,0.033333,35,22,101,6,10,True
2016-04-10 23:00:00+00:00,2347167796,57,0,0.0,0,23,101,6,10,True
2016-04-11 00:00:00+00:00,2347167796,57,0,0.0,0,0,102,0,11,False
2016-04-11 01:00:00+00:00,2347167796,64,5,0.083333,45,1,102,0,11,False
2016-04-11 02:00:00+00:00,2347167796,59,2,0.033333,11,2,102,0,11,False
2016-04-11 03:00:00+00:00,2347167796,57,0,0.0,0,3,102,0,11,False
2016-04-11 04:00:00+00:00,2347167796,57,0,0.0,0,4,102,0,11,False
2016-04-11 05:00:00+00:00,2347167796,57,0,0.0,0,5,102,0,11,False
2016-04-11 06:00:00+00:00,2347167796,78,11,0.183333,254,6,102,0,11,False
2016-04-11 07:00:00+00:00,2347167796,238,93,1.55,3795,7,102,0,11,False
2016-04-11 08:00:00+00:00,2347167796,116,20,0.333333,1100,8,102,0,11,False
2016-04-11 09:00:00+00:00,2347167796,75,10,0.166667,111,9,102,0,11,False
2016-04-11 10:00:00+00:00,2347167796,76,8,0.133333,220,10,102,0,11,False
2016-04-11 11:00:00+00:00,2347167796,77,11,0.183333,143,11,102,0,11,False
2016-04-11 12:00:00+00:00,2347167796,85,14,0.233333,355,12,102,0,11,False
2016-04-11 13:00:00+00:00,2347167796,66,4,0.066667,60,13,102,0,11,False
2016-04-11 14:00:00+00:00,2347167796,64,2,0.033333,12,14,102,0,11,False
2016-04-11 15:00:00+00:00,2347167796,76,10,0.166667,117,15,102,0,11,False
2016-04-11 16:00:00+00:00,2347167796,75,9,0.15,193,16,102,0,11,False
2016-04-11 17:00:00+00:00,2347167796,74,10,0.166667,125,17,102,0,11,False
2016-04-11 18:00:00+00:00,2347167796,202,66,1.1,2735,18,102,0,11,False
2016-04-11 19:00:00+00:00,2347167796,82,14,0.233333,236,19,102,0,11,False
2016-04-11 20:00:00+00:00,2347167796,93,19,0.316667,374,20,102,0,11,False
2016-04-11 21:00:00+00:00,2347167796,69,7,0.116667,115,21,102,0,11,False
2016-04-11 22:00:00+00:00,2347167796,56,0,0.0,0,22,102,0,11,False
2016-04-11 23:00:00+00:00,2347167796,56,0,0.0,0,23,102,0,11,False
2016-04-12 00:00:00+00:00,2347167796,56,0,0.0,0,0,103,1,12,False
2016-04-12 01:00:00+00:00,2347167796,56,0,0.0,0,1,103,1,12,False
2016-04-12 02:00:00+00:00,2347167796,56,0,0.0,0,2,103,1,12,False
2016-04-12 03:00:00+00:00,2347167796,56,0,0.0,0,3,103,1,12,False
2016-04-12 04:00:00+00:00,2347167796,56,0,0.0,0,4,103,1,12,False
2016-04-12 05:00:00+00:00,2347167796,56,0,0.0,0,5,103,1,12,False
2016-04-12 06:00:00+00:00,2347167796,56,0,0.0,0,6,103,1,12,False
2016-04-12 07:00:00+00:00,2347167796,101,22,0.366667,397,7,103,1,12,False
2016-04-12 08:00:00+00:00,2347167796,167,48,0.8,1195,8,103,1,12,False
2016-04-12 09:00:00+00:00,2347167796,85,13,0.216667,193,9,103,1,12,False
2016-04-12 10:00:00+00:00,2347167796,74,7,0.116667,111,10,103,1,12,False
2016-04-12 11:00:00+00:00,2347167796,122,29,0.483333,169,11,103,1,12,False
2016-04-12 12:00:00+00:00,2347167796,83,11,0.183333,179,12,103,1,12,False
2016-04-12 13:00:00+00:00,2347167796,105,22,0.366667,371,13,103,1,12,False
2016-04-12 14:00:00+00:00,2347167796,134,32,0.533333,47,14,103,1,12,False
2016-04-12 15:00:00+00:00,2347167796,163,41,0.683333,337,15,103,1,12,False
2016-04-12 16:00:00+00:00,2347167796,84,13,0.216667,135,16,103,1,12,False
2016-04-12 17:00:00+00:00,2347167796,94,17,0.283333,433,17,103,1,12,False
2016-04-12 18:00:00+00:00,2347167796,154,36,0.6,1546,18,103,1,12,False
2016-04-12 19:00:00+00:00,2347167796,93,19,0.316667,355,19,103,1,12,False
2016-04-12 20:00:00+00:00,2347167796,151,46,0.766667,1391,20,103,1,12,False
2016-04-12 21:00:00+00:00,2347167796,224,73,1.216667,3229,21,103,1,12,False
2016-04-12 22:00:00+00:00,2347167796,59,1,0.016667,25,22,103,1,12,False
2016-04-12 23:00:00+00:00,2347167796,57,0,0.0,0,23,103,1,12,False
2016-04-13 00:00:00+00:00,2347167796,58,0,0.0,0,0,104,2,13,False
2016-04-13 01:00:00+00:00,2347167796,58,0,0.0,0,1,104,2,13,False
2016-04-13 02:00:00+00:00,2347167796,57,0,0.0,0,2,104,2,13,False
2016-04-13 03:00:00+00:00,2347167796,56,0,0.0,0,3,104,2,13,False
2016-04-13 04:00:00+00:00,2347167796,57,0,0.0,0,4,104,2,13,False
2016-04-13 05:00:00+00:00,2347167796,57,0,0.0,0,5,104,2,13,False
2016-04-13 06:00:00+00:00,2347167796,59,1,0.016667,6,6,104,2,13,False
2016-04-13 07:00:00+00:00,2347167796,185,62,1.033333,2581,7,104,2,13,False
2016-04-13 08:00:00+00:00,2347167796,125,25,0.416667,1175,8,104,2,13,False
2016-04-13 09:00:00+00:00,2347167796,64,2,0.033333,12,9,104,2,13,False
2016-04-13 10:00:00+00:00,2347167796,76,11,0.183333,158,10,104,2,13,False
2016-04-13 11:00:00+00:00,2347167796,67,5,0.083333,59,11,104,2,13,False
2016-04-13 12:00:00+00:00,2347167796,97,17,0.283333,366,12,104,2,13,False
2016-04-13 13:00:00+00:00,2347167796,121,34,0.566667,1200,13,104,2,13,False
2016-04-13 14:00:00+00:00,2347167796,77,11,0.183333,112,14,104,2,13,False
2016-04-13 15:00:00+00:00,2347167796,75,9,0.15,154,15,104,2,13,False
2016-04-13 16:00:00+00:00,2347167796,91,16,0.266667,311,16,104,2,13,False
2016-04-13 17:00:00+00:00,2347167796,73,8,0.133333,122,17,104,2,13,False
2016-04-13 18:00:00+00:00,2347167796,140,35,0.583333,1280,18,104,2,13,False
2016-04-13 19:00:00+00:00,2347167796,63,2,0.033333,14,19,104,2,13,False
2016-04-13 20:00:00+00:00,2347167796,86,15,0.25,489,20,104,2,13,False
2016-04-13 21:00:00+00:00,2347167796,174,59,0.983333,2197,21,104,2,13,False
2016-04-13 22:00:00+00:00,2347167796,65,4,0.066667,116,22,104,2,13,False
2016-04-13 23:00:00+00:00,2347167796,58,0,0.0,0,23,104,2,13,False
2016-04-14 00:00:00+00:00,2347167796,59,1,0.016667,8,0,105,3,14,False
2016-04-14 01:00:00+00:00,2347167796,58,0,0.0,0,1,105,3,14,False
2016-04-14 02:00:00+00:00,2347167796,57,0,0.0,0,2,105,3,14,False
2016-04-14 03:00:00+00:00,2347167796,57,0,0.0,0,3,105,3,14,False
2016-04-14 04:00:00+00:00,2347167796,57,0,0.0,0,4,105,3,14,False
2016-04-14 05:00:00+00:00,2347167796,57,0,0.0,0,5,105,3,14,False
2016-04-14 06:00:00+00:00,2347167796,60,2,0.033333,12,6,105,3,14,False
2016-04-14 07:00:00+00:00,2347167796,197,72,1.2,2706,7,105,3,14,False
2016-04-14 08:00:00+00:00,2347167796,119,24,0.4,1041,8,105,3,14,False
2016-04-14 09:00:00+00:00,2347167796,80,10,0.166667,264,9,105,3,14,False
2016-04-14 10:00:00+00:00,2347167796,84,12,0.2,370,10,105,3,14,False
2016-04-14 11:00:00+00:00,2347167796,82,12,0.2,283,11,105,3,14,False
2016-04-14 12:00:00+00:00,2347167796,82,10,0.166667,382,12,105,3,14,False
2016-04-14 13:00:00+00:00,2347167796,173,56,0.933333,2423,13,105,3,14,False
2016-04-14 14:00:00+00:00,2347167796,86,16,0.266667,275,14,105,3,14,False
2016-04-14 15:00:00+00:00,2347167796,77,9,0.15,170,15,105,3,14,False
2016-04-14 16:00:00+00:00,2347167796,77,12,0.2,117,16,105,3,14,False
2016-04-14 17:00:00+00:00,2347167796,70,8,0.133333,99,17,105,3,14,False
2016-04-14 18:00:00+00:00,2347167796,144,39,0.65,1364,18,105,3,14,False
2016-04-14 19:00:00+00:00,2347167796,72,8,0.133333,137,19,105,3,14,False
2016-04-14 20:00:00+00:00,2347167796,64,2,0.033333,53,20,105,3,14,False
2016-04-14 21:00:00+00:00,2347167796,77,7,0.116667,305,21,105,3,14,False
2016-04-14 22:00:00+00:00,2347167796,66,5,0.083333,120,22,105,3,14,False
2016-04-14 23:00:00+00:00,2347167796,57,0,0.0,0,23,105,3,14,False
2016-04-15 00:00:00+00:00,2347167796,57,0,0.0,0,0,106,4,15,False
2016-04-15 01:00:00+00:00,2347167796,57,0,0.0,0,1,106,4,15,False
2016-04-15 02:00:00+00:00,2347167796,60,2,0.033333,12,2,106,4,15,False
2016-04-15 03:00:00+00:00,2347167796,57,0,0.0,0,3,106,4,15,False
2016-04-15 04:00:00+00:00,2347167796,57,0,0.0,0,4,106,4,15,False
2016-04-15 05:00:00+00:00,2347167796,57,0,0.0,0,5,106,4,15,False
2016-04-15 06:00:00+00:00,2347167796,59,1,0.016667,9,6,106,4,15,False
2016-04-15 07:00:00+00:00,2347167796,194,69,1.15,2813,7,106,4,15,False
2016-04-15 08:00:00+00:00,2347167796,121,25,0.416667,1077,8,106,4,15,False
2016-04-15 09:00:00+00:00,2347167796,86,16,0.266667,291,9,106,4,15,False
2016-04-15 10:00:00+00:00,2347167796,67,4,0.066667,51,10,106,4,15,False
2016-04-15 11:00:00+00:00,2347167796,76,10,0.166667,146,11,106,4,15,False
2016-04-15 12:00:00+00:00,2347167796,85,14,0.233333,259,12,106,4,15,False
2016-04-15 13:00:00+00:00,2347167796,93,15,0.25,359,13,106,4,15,False
2016-04-15 14:00:00+00:00,2347167796,74,8,0.133333,131,14,106,4,15,False
2016-04-15 15:00:00+00:00,2347167796,63,2,0.033333,15,15,106,4,15,False
2016-04-15 16:00:00+00:00,2347167796,87,16,0.266667,323,16,106,4,15,False
2016-04-15 17:00:00+00:00,2347167796,63,2,0.033333,73,17,106,4,15,False
2016-04-15 18:00:00+00:00,2347167796,198,51,0.85,2499,18,106,4,15,False
2016-04-15 19:00:00+00:00,2347167796,174,39,0.65,1137,19,106,4,15,False
2016-04-15 20:00:00+00:00,2347167796,118,28,0.466667,732,20,106,4,15,False
2016-04-15 21:00:00+00:00,2347167796,91,16,0.266667,294,21,106,4,15,False
2016-04-15 22:00:00+00:00,2347167796,86,17,0.283333,244,22,106,4,15,False
2016-04-15 23:00:00+00:00,2347167796,56,0,0.0,0,23,106,4,15,False
2016-04-16 00:00:00+00:00,2347167796,56,0,0.0,0,0,107,5,16,True
2016-04-16 01:00:00+00:00,2347167796,56,0,0.0,0,1,107,5,16,True
2016-04-16 02:00:00+00:00,2347167796,56,0,0.0,0,2,107,5,16,True
2016-04-16 03:00:00+00:00,2347167796,56,0,0.0,0,3,107,5,16,True
2016-04-16 04:00:00+00:00,2347167796,56,0,0.0,0,4,107,5,16,True
2016-04-16 05:00:00+00:00,2347167796,56,0,0.0,0,5,107,5,16,True
2016-04-16 06:00:00+00:00,2347167796,56,0,0.0,0,6,107,5,16,True
2016-04-16 07:00:00+00:00,2347167796,124,34,0.566667,1446,7,107,5,16,True
2016-04-16 08:00:00+00:00,2347167796,334,130,2.166667,5291,8,107,5,16,True
2016-04-16 09:00:00+00:00,2347167796,329,132,2.2,5249,9,107,5,16,True
2016-04-16 10:00:00+00:00,2347167796,106,24,0.4,468,10,107,5,16,True
2016-04-16 11:00:00+00:00,2347167796,122,31,0.516667,869,11,107,5,16,True
2016-04-16 12:00:00+00:00,2347167796,100,23,0.383333,529,12,107,5,16,True
2016-04-16 13:00:00+00:00,2347167796,84,13,0.216667,352,13,107,5,16,True
2016-04-16 14:00:00+00:00,2347167796,56,0,0.0,0,14,107,5,16,True
2016-04-16 15:00:00+00:00,2347167796,56,0,0.0,0,15,107,5,16,True
2016-04-16 16:00:00+00:00,2347167796,57,0,0.0,0,16,107,5,16,True
2016-04-16 17:00:00+00:00,2347167796,160,36,0.6,1344,17,107,5,16,True
2016-04-16 18:00:00+00:00,2347167796,180,40,0.666667,2139,18,107,5,16,True
2016-04-16 19:00:00+00:00,2347167796,127,35,0.583333,943,19,107,5,16,True
2016-04-16 20:00:00+00:00,2347167796,150,48,0.8,1496,20,107,5,16,True
2016-04-16 21:00:00+00:00,2347167796,138,47,0.783333,1571,21,107,5,16,True
2016-04-16 22:00:00+00:00,2347167796,95,17,0.283333,547,22,107,5,16,True
2016-04-16 23:00:00+00:00,2347167796,57,0,0.0,0,23,107,5,16,True
2016-04-17 00:00:00+00:00,2347167796,57,0,0.0,0,0,108,6,17,True
2016-04-17 01:00:00+00:00,2347167796,57,0,0.0,0,1,108,6,17,True
2016-04-17 02:00:00+00:00,2347167796,57,0,0.0,0,2,108,6,17,True
2016-04-17 03:00:00+00:00,2347167796,57,0,0.0,0,3,108,6,17,True
2016-04-17 04:00:00+00:00,2347167796,58,1,0.016667,8,4,108,6,17,True
2016-04-17 05:00:00+00:00,2347167796,57,0,0.0,0,5,108,6,17,True
2016-04-17 06:00:00+00:00,2347167796,56,0,0.0,0,6,108,6,17,True
